# t (s)	mx ()	my ()	mz ()	m_x ()	m_y ()	m_z ()	m_x.region1 ()	m_y.region1 ()	m_z.region1 ()	m_x.region2 ()	m_y.region2 ()	m_z.region2 ()
2.360136828160066e-08	0.9325522	-4.3431708e-05	-0.00033160642	0.9325522	-4.3431708e-05	-0.00033160642	0.99979794	-4.079585e-05	-0.00075323245	0.8817858	-4.5421784e-05	-1.33057465e-05
2.3800276637836744e-08	0.93255043	-0.0001126646	0.00030926956	0.93255043	-0.00011266461	0.00030926956	0.9997983	-0.0002874537	0.0006719592	0.88178265	1.9289613e-05	3.5462082e-05
2.4001339089043286e-08	0.9325529	0.00022489937	-0.00022258749	0.9325529	0.00022489937	-0.00022258749	0.999797	0.0005022288	-0.00046964164	0.88178796	1.5533275e-05	-3.607735e-05
2.420032730819434e-08	0.9325518	-0.00025770173	0.00011913004	0.9325519	-0.00025770176	0.00011913004	0.9998011	-0.0005420795	0.00025662515	0.881783	-4.301413e-05	1.5330028e-05
2.440083348144e-08	0.9325533	0.0002262937	-2.5904737e-05	0.93255335	0.00022629368	-2.5904737e-05	0.99980104	0.00046524563	-8.019616e-05	0.8817855	4.5900284e-05	1.5081822e-05
2.460084820810098e-08	0.9325536	-0.00015420704	-1.972419e-05	0.9325536	-0.00015420704	-1.972419e-05	0.99980354	-0.00032906185	4.6282535e-06	0.8817842	-2.220242e-05	-3.8108723e-05
2.4800561335248263e-08	0.93255514	9.492653e-05	1.081382e-05	0.9325551	9.492653e-05	1.081382e-05	0.99980396	0.00023549543	-2.8465303e-05	0.88178647	-1.1193628e-05	4.046705e-05
2.5000299410767915e-08	0.9325538	-8.274801e-05	2.5091682e-05	0.93255377	-8.274793e-05	2.509168e-05	0.99980414	-0.00024728983	8.698653e-05	0.88178396	4.1470503e-05	-2.1634978e-05
2.5200550350092207e-08	0.9325537	0.00013095075	-4.5671673e-05	0.9325537	0.00013095078	-4.5671673e-05	0.99980223	0.00036766828	-9.651903e-05	0.88178533	-4.7756403e-05	-7.2851785e-06
2.5401173550691574e-08	0.93255347	-0.00021151446	1.8181338e-05	0.9325535	-0.00021151447	1.818134e-05	0.9998029	-0.0005300775	1.6891405e-06	0.8817844	2.898011e-05	3.0631894e-05
2.5600355631126226e-08	0.9325522	0.0002747982	5.9922208e-05	0.9325522	0.0002747982	5.9922208e-05	0.9997975	0.0006397309	0.00018452686	0.8817862	-7.0341787e-07	-3.414634e-05
2.5801486945148052e-08	0.93255144	-0.00027360776	-0.00017602336	0.93255156	-0.00027360764	-0.00017602336	0.9997983	-0.0006009311	-0.0004347826	0.8817843	-2.6499976e-05	1.9323332e-05
2.6001670064463926e-08	0.9325511	0.00018945974	0.00027835733	0.9325511	0.00018945974	0.00027835733	0.999797	0.0003982658	0.0006447684	0.8817847	3.1823965e-05	1.7403656e-06
2.6201316703571952e-08	0.93255144	-4.0316212e-05	-0.00032944782	0.93255144	-4.0316132e-05	-0.00032944782	0.9997971	-6.666957e-05	-0.00074431935	0.8817853	-2.0421272e-05	-1.624633e-05
2.6400972706689733e-08	0.93255174	-0.00012955662	0.00030784126	0.93255174	-0.00012955663	0.00030784126	0.9997985	-0.00030337495	0.0006929503	0.8817846	1.6647072e-06	1.7108496e-05
2.660071762675544e-08	0.9325518	0.00025343464	-0.00021954376	0.93255174	0.00025343464	-0.00021954376	0.99979687	0.0005707409	-0.00049918354	0.88178605	1.3888574e-05	-8.433541e-06
